lon,lat
-122.3308075,47.60046424
-122.3308075,47.60046424
-122.3308075,47.60046424
-122.3308075,47.60046424
-122.33081,47.600464
-122.3290589,47.5749789
-122.3463013,47.62031869
-122.3207656,47.6129611
-122.3308075,47.60046424
-122.33081,47.600464
-122.3450035,47.6136555
-122.3147144,47.58101898
-122.3181418,47.61409217
-122.3393581,47.60978173
-122.3423916,47.61034468
-122.3308075,47.60046424
-122.3318602,47.61760857
-122.3184307,47.59918657
-122.3352605,47.6036254
-122.3308075,47.60046424
-122.3441436,47.61432035
-122.3308075,47.60046424
-122.3308075,47.60046424
-122.3341801,47.60130276
-122.3208637,47.61932365
-122.3569872,47.63352692
-122.3373387,47.60925298
-122.3138065,47.58101435
-122.3208637,47.61932365
-122.3208265,47.6169873
-122.3308075,47.60046424
-122.3308075,47.60046424
-122.3289663,47.60003473
-122.3308075,47.60046424
-122.356934,47.63777609
-122.34288,47.609814
-122.3276692,47.59919353
-122.3227727,47.61522861
-122.3413548,47.61736251
-122.33081,47.600464
-122.316845,47.61468385
-122.3430523,47.61073448
-122.3373387,47.60925298
-122.3308075,47.60046424
-122.3396161,47.61515902
-122.331085,47.602413
-122.3273595,47.61343736
-122.3308075,47.60046424
-122.3487471,47.61469504
-122.3428796,47.60981274
-122.3134136,47.58059172
-122.3207895,47.61465549
-122.339595,47.61162758
-122.3428796,47.60981274
-122.3348702,47.60822687
-122.3395594,47.60832456
-122.3308075,47.60046424
-122.3349184,47.61163943
-122.3364302,47.60825971
-122.3375462,47.6061213
-122.337793,47.60974846
-122.3308075,47.60046424
-122.3521683,47.62092405
-122.3208022,47.61523375
-122.3308075,47.60046424
-122.3310822,47.60241242
-122.3359286,47.61190424
-122.3393581,47.60978173
-122.3208022,47.61523375
-122.326382,47.60733885
-122.32086,47.619324
-122.3308075,47.60046424
-122.3450035,47.6136555
-122.33081,47.600464
-122.3290546,47.58293526
-122.3308075,47.60046424
-122.329056,47.582935
-122.31361,47.580807
-122.3283172,47.59919591
-122.314136,47.60000937
-122.3310822,47.60241242
-122.3452152,47.61260598
-122.3383483,47.60951744
-122.3308075,47.60046424
-122.3372382,47.60998189
-122.3310822,47.60241242
-122.3207895,47.61465549
-122.3308075,47.60046424
-122.3310822,47.60241242
-122.32781,47.61393
-122.3237486,47.60002643
-122.337793,47.60974846
-122.3276692,47.59919353
-122.337793,47.60974846
-122.3310822,47.60241242
-122.3310822,47.60241242
-122.3373947,47.612663
-122.3387017,47.61074277
-122.3428796,47.60981274
-122.3283091,47.61508134
-122.3322579,47.60537397
-122.3332113,47.60201606
-122.3328752,47.60130117
-122.3308075,47.60046424
-122.3308075,47.60046424
-122.3208637,47.61932365
-122.3308075,47.60046424
-122.31361,47.580807
-122.3308075,47.60046424
-122.3138065,47.58101435
-122.33081,47.600464
-122.3341798,47.60172096
-122.3393581,47.60978173
-122.3428796,47.60981274
-122.3276692,47.59919353
-122.329056,47.58085134
-122.3290546,47.58293526
-122.3310822,47.60241242
-122.3308075,47.60046424
-122.3290546,47.58293526
-122.3172261,47.59918764
-122.3308075,47.60046424
-122.316845,47.61468385
-122.329056,47.579807
