lon,lat,grade
-122.2644964,47.52240866,1
-122.2644964,47.52240866,1
-122.2644964,47.52240866,1
-122.2644964,47.52240866,1
-122.28596,47.52241,1
-122.3845175,47.52245002,1
-122.3874689,47.52246766,1
-122.3467273,47.52280936,1
-122.2699879,47.52281565,1
-122.3902001,47.52283334,1
-122.3564524,47.52286584,1
-122.3141618,47.52304178,1
-122.3222246,47.52306492,1
-122.3930848,47.5231633,1
-122.2789847,47.52326939,1
-122.27212,47.523308,1
-122.2721174,47.52330965,1
-122.2735379,47.5233101,1
-122.2764033,47.52331044,1
-122.2753228,47.52331187,1
-122.3317834,47.52366655,1
-122.3467314,47.52372662,1
-122.3480055,47.52373593,1
-122.3631833,47.52377138,1
-122.3516796,47.52377445,1
-122.3516796,47.52377445,1
-122.3516796,47.52377445,1
-122.3516796,47.52377445,1
-122.3516796,47.52377445,1
-122.359132,47.5237798,1
-122.2765151,47.52378124,1
-122.35644,47.523785,1
-122.3564392,47.52378532,1
-122.3793636,47.52378843,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.3297219,47.52381984,1
-122.36048,47.523994,1
-122.36048,47.523994,1
-122.3604846,47.52399519,1
-122.3604846,47.52399519,1
-122.3604846,47.52399519,1
-122.3604846,47.52399519,1
-122.3604846,47.52399519,1
-122.3604846,47.52399519,1
-122.3307368,47.52423678,1
-122.3149463,47.52431706,1
-122.3149463,47.52431706,1
-122.2867723,47.52447954,1
-122.3289704,47.52460875,1
-122.3460995,47.52463823,1
-122.373275,47.52466108,1
-122.3658769,47.5246777,1
-122.269982,47.52473905,1
-122.269982,47.52473905,1
-122.269982,47.52473905,1
-122.26998,47.52474,1
-122.3157596,47.52474445,1
-122.3809354,47.52487072,1
-122.3176043,47.52511979,1
-122.2655639,47.52513641,1
-122.2848159,47.5251911,1
-122.3454681,47.52554693,1
-122.3467407,47.52555707,1
-122.3712543,47.52557072,1
-122.3604743,47.52559091,1
-122.3604743,47.52559091,1
-122.3604743,47.52559091,1
-122.3604743,47.52559091,1
-122.3604743,47.52559091,1
-122.3604743,47.52559091,1
-122.3162601,47.52559586,1
-122.3162601,47.52559586,1
-122.3162601,47.52559586,1
-122.3162601,47.52559586,1
-122.3162601,47.52559586,1
-122.31626,47.525597,1
-122.3189472,47.52560363,1
-122.3216139,47.52561142,1
-122.3216139,47.52561142,1
-122.3927675,47.5258266,1
-122.3927675,47.5258266,1
-122.364517,47.52595151,1
-122.364517,47.52595151,1
-122.364517,47.52595151,1
-122.3202911,47.52603255,1
-122.2790151,47.52611518,1
-122.2780598,47.5261191,1
-122.3818954,47.52616876,1
-122.269985,47.52616941,1
-122.2655913,47.52623107,1
-122.3835407,47.52627033,1
-122.3416547,47.52643048,1
-122.3162461,47.52644473,1
-122.3162461,47.52644473,1
-122.3162461,47.52644473,1
-122.3189329,47.52645302,1
-122.3215998,47.52646149,1
-122.3215998,47.52646149,1
-122.3215998,47.52646149,1
-122.3246809,47.52646939,1
-122.3246809,47.52646939,1
-122.375962,47.52646987,1
-122.3268929,47.52647721,1
-122.3268929,47.52647721,1
-122.3268929,47.52647721,1
-122.364517,47.5264811,1
-122.3577688,47.52649234,1
-122.3499324,47.52649489,1
-122.3499324,47.52649489,1
-122.3540955,47.52651761,1
-122.3540955,47.52651761,1
-122.2664751,47.52660293,1
-122.2771743,47.52678318,1
-122.31757,47.526875,1
-122.2822601,47.52690592,1
-122.2797136,47.52698921,1
-122.2797136,47.52698921,1
-122.2859579,47.5269976,1
-122.2780684,47.52701149,1
-122.2699843,47.52704321,1
-122.2654676,47.52723889,1
-122.318919,47.52730345,1
-122.2808627,47.52731515,1
-122.32377,47.527317,1
-122.323771,47.52731801,1
-122.323771,47.52731801,1
-122.323771,47.52731801,1
-122.3270286,47.5273324,1
-122.3631634,47.52738326,1
-122.3604648,47.52738604,1
-122.3591107,47.52738742,1
-122.3591107,47.52738742,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2638879,47.52764247,1
-122.2675619,47.52770536,1
-122.3550657,47.52786709,1
-122.27055,47.527912,1
-122.27055,47.527912,1
-122.2614431,47.5281878,1
-122.3665302,47.52828076,1
-122.3631611,47.52828169,1
-122.3604607,47.52828238,1
-122.3591086,47.52828409,1
-122.2663277,47.52845853,1
-122.2744737,47.52847848,1
-122.3228802,47.52859029,1
-122.2652069,47.5289274,1
-122.2736002,47.52910141,1
-122.2699897,47.52912793,1
-122.3915687,47.5291563,1
-122.363154,47.52918077,1
-122.3604553,47.52918117,1
-122.3604553,47.52918117,1
-122.3517104,47.52922268,1
-122.2699873,47.52933067,1
-122.2697248,47.52933394,1
-122.27757,47.529564,1
-122.3793234,47.52980958,1
-122.322862,47.52981255,1
-122.3239565,47.5298176,1
-122.2699882,47.52994002,1
-122.2699882,47.52994002,1
-122.2699882,47.52994002,1
-122.2699882,47.52994002,1
-122.3698942,47.53008557,1
-122.3692178,47.53008691,1
-122.344215,47.530117,1
-122.3517053,47.53013543,1
-122.2717827,47.5303414,1
-122.2881223,47.53037992,1
-122.2769833,47.5305581,1
-122.2780934,47.53062878,1
-122.2780934,47.53062878,1
-122.2780934,47.53062878,1
-122.2780934,47.53062878,1
-122.2780934,47.53062878,1
-122.392708,47.5306574,1
-122.392708,47.5306574,1
-122.392708,47.5306574,1
-122.2663262,47.53071687,1
-122.2807765,47.53072727,1
-122.2699896,47.53096562,1
-122.3550492,47.53097228,1
-122.3604464,47.53097632,1
-122.3604464,47.53097632,1
-122.3604464,47.53097632,1
-122.3539335,47.53098656,1
-122.3539335,47.53098656,1
-122.3685398,47.53098866,1
-122.3685398,47.53098866,1
-122.3685398,47.53098866,1
-122.3685398,47.53098866,1
-122.3698886,47.53099123,1
-122.3698886,47.53099123,1
-122.3527756,47.53100159,1
-122.2893977,47.53100315,1
-122.2676564,47.53108951,1
-122.2676564,47.53108951,1
-122.3779751,47.53122299,1
-122.2819925,47.53153751,1
-122.279449,47.53154278,1
-122.2776109,47.53154602,1
-122.2776109,47.53154602,1
-122.2663813,47.53158644,1
-122.3773037,47.53193849,1
-122.3423873,47.53195522,1
-122.3423873,47.53195522,1
-122.2726564,47.53209202,1
-122.2753125,47.53209247,1
-122.2813746,47.53216023,1
-122.2813746,47.53216023,1
-122.2813746,47.53216023,1
-122.2806042,47.53217116,1
-122.2806042,47.53217116,1
-122.2806042,47.53217116,1
-122.2806042,47.53217116,1
-122.2897874,47.53237759,1
-122.2846481,47.53238641,1
-122.28141,47.5326,1
-122.2814132,47.53260172,1
-122.3467914,47.53262531,1
-122.3467914,47.53262531,1
-122.2726489,47.53262593,1
-122.2713182,47.53262595,1
-122.273982,47.53262741,1
-122.3254867,47.53268464,1
-122.26667,47.532772,1
-122.3550385,47.53277404,1
-122.3550385,47.53277404,1
-122.3550385,47.53277404,1
-122.3550385,47.53277404,1
-122.3550385,47.53277404,1
-122.3550385,47.53277404,1
-122.3550385,47.53277404,1
-122.3563912,47.53277595,1
-122.3604334,47.53278289,1
-122.3604334,47.53278289,1
-122.3528749,47.53298596,1
-122.351685,47.53307996,1
-122.2699869,47.53314343,1
-122.2699869,47.53314343,1
-122.2699869,47.53314343,1
-122.2699869,47.53314343,1
-122.2788522,47.533378,1
-122.2776728,47.53338306,1
-122.2776728,47.53338306,1
-122.2726451,47.53365971,1
-122.2726451,47.53365971,1
-122.2726451,47.53365971,1
-122.3570614,47.53368465,1
-122.3570614,47.53368465,1
-122.3618,47.533695,1
-122.3645,47.5337,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3645009,47.53370043,1
-122.3663238,47.53370529,1
-122.3691538,47.53371543,1
-122.3711594,47.53372085,1
-122.3725645,47.5337265,1
-122.3752533,47.53373666,1
-122.347061,47.5337401,1
-122.2921,47.53376,1
-122.2684759,47.53394662,1
-122.2684759,47.53394662,1
-122.2684759,47.53394662,1
-122.3505396,47.53404194,1
-122.3499064,47.53404804,1
-122.351115,47.53413005,1
-122.2753237,47.53418201,1
-122.363174,47.534607,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.3631746,47.53460789,1
-122.373901,47.53464523,1
-122.2671448,47.53466907,1
-122.2699926,47.53466942,1
-122.2753298,47.53469778,1
-122.2739848,47.53470464,1
-122.2739848,47.53470464,1
-122.35167,47.53488,1
-122.3516709,47.53488047,1
-122.3909697,47.53495897,1
-122.3766076,47.53518974,1
-122.2784957,47.53521709,1
-122.2784957,47.53521709,1
-122.2765833,47.53522203,1
-122.2759552,47.53522471,1
-122.2818961,47.53538749,1
-122.282547,47.53543987,1
-122.2699807,47.53545842,1
-122.3555903,47.53549521,1
-122.3621501,47.53551506,1
-122.3806202,47.53566552,1
-122.3612977,47.5360414,1
-122.3612977,47.5360414,1
-122.2840333,47.53617045,1
-122.3576123,47.53624355,1
-122.2766767,47.53637037,1
-122.2766767,47.53637037,1
-122.2701547,47.53644387,1
-122.376597,47.5364809,1
-122.3561543,47.5367065,1
-122.3837296,47.53680817,1
-122.27401,47.536945,1
-122.2714578,47.53695392,1
-122.2714578,47.53695392,1
-122.2714578,47.53695392,1
-122.2702743,47.5369554,1
-122.2702743,47.5369554,1
-122.3438171,47.53695615,1
-122.2646018,47.53696393,1
-122.3903917,47.53699938,1
-122.3903917,47.53699938,1
-122.2840517,47.53704015,1
-122.2840517,47.53704015,1
-122.2823449,47.53704403,1
-122.2800603,47.53705079,1
-122.2800603,47.53705079,1
-122.2800603,47.53705079,1
-122.2800603,47.53705079,1
-122.2800603,47.53705079,1
-122.28006,47.537052,1
-122.278711,47.53705433,1
-122.278711,47.53705433,1
-122.278711,47.53705433,1
-122.2860606,47.53706451,1
-122.3178926,47.53708721,1
-122.3611859,47.53726586,1
-122.3885125,47.53736412,1
-122.3885125,47.53736412,1
-122.3898702,47.53750478,1
-122.3929706,47.53751962,1
-122.2682116,47.53762583,1
-122.2739888,47.53763238,1
-122.2739888,47.53763238,1
-122.2693221,47.53763755,1
-122.2715336,47.53763947,1
-122.270435,47.5376416,1
-122.270435,47.5376416,1
-122.270435,47.5376416,1
-122.270435,47.5376416,1
-122.3504441,47.5377424,1
-122.3504441,47.5377424,1
-122.3504441,47.5377424,1
-122.3504441,47.5377424,1
-122.3504441,47.5377424,1
-122.35044,47.537743,1
-122.3618688,47.53775791,1
-122.2677358,47.53793776,1
-122.3610924,47.53795326,1
-122.2847256,47.53795766,1
-122.2766972,47.53797772,1
-122.2807531,47.53801138,1
-122.3930635,47.53803166,1
-122.3885657,47.53820025,1
-122.2710583,47.5382825,1
-122.3711922,47.53828365,1
-122.3711922,47.53828365,1
-122.2723433,47.53829901,1
-122.2672526,47.53858244,1
-122.396157,47.53885677,1
-122.286099,47.53887647,1
-122.2854202,47.53887927,1
-122.2854202,47.53887927,1
-122.28542,47.53888,1
-122.3872824,47.53888961,1
-122.277384,47.53889457,1
-122.2723333,47.53890386,1
-122.2707289,47.53890467,1
-122.2707289,47.53890467,1
-122.27073,47.538906,1
-122.2937511,47.53891249,1
-122.3885505,47.53903952,1
-122.3584451,47.53913607,1
-122.2965297,47.53925868,1
-122.2708344,47.53935539,1
-122.3872746,47.53940612,1
-122.3914186,47.53962543,1
-122.3914186,47.53962543,1
-122.384285,47.53971,1
-122.2861828,47.53976527,1
-122.2861828,47.53976527,1
-122.2861828,47.53976527,1
-122.2861828,47.53976527,1
-122.2861828,47.53976527,1
-122.2861828,47.53976527,1
-122.3855851,47.5397695,1
-122.2789185,47.53978053,1
-122.2789185,47.53978053,1
-122.2739986,47.53979464,1
-122.2807894,47.53982506,1
-122.2807894,47.53982506,1
-122.2807894,47.53982506,1
-122.2634625,47.54005582,1
-122.375217,47.54012418,1
-122.375217,47.54012418,1
-122.375217,47.54012418,1
-122.3212805,47.54025042,1
-122.3212805,47.54025042,1
-122.3212805,47.54025042,1
-122.2753608,47.54026149,1
-122.2753608,47.54026149,1
-122.293331,47.54034824,1
-122.3619973,47.54043986,1
-122.3619973,47.54043986,1
-122.3619973,47.54043986,1
-122.2808077,47.54066322,1
-122.279445,47.54066758,1
-122.279445,47.54066758,1
-122.279445,47.54066758,1
-122.2634606,47.54067446,1
-122.2828733,47.54067802,1
-122.2685429,47.54069458,1
-122.2685429,47.54069458,1
-122.2685429,47.54069458,1
-122.2685429,47.54069458,1
-122.2685429,47.54069458,1
-122.26854,47.540695,1
-122.27074,47.54069668,1
-122.3868455,47.5407272,1
-122.3561006,47.54099775,1
-122.3561006,47.54099775,1
-122.3572242,47.54100516,1
-122.3572242,47.54100516,1
-122.3572242,47.54100516,1
-122.3609593,47.54121915,1
-122.3609593,47.54121915,1
-122.3609593,47.54121915,1
-122.3609593,47.54121915,1
-122.3609593,47.54121915,1
-122.3609593,47.54121915,1
-122.3609593,47.54121915,1
-122.2895726,47.54142377,1
-122.2721859,47.54158416,1
-122.2721859,47.54158416,1
-122.2721859,47.54158416,1
-122.2721859,47.54158416,1
-122.2934104,47.54158609,1
-122.2934104,47.54158609,1
-122.2613136,47.54170271,1
-122.3751678,47.54194475,1
-122.2894892,47.54216809,1
-122.275921,47.5424618,1
-122.2728077,47.54247583,1
-122.29529,47.54265,1
-122.3900249,47.54271292,1
-122.3216348,47.54275229,1
-122.3216348,47.54275229,1
-122.3216348,47.54275229,1
-122.3216348,47.54275229,1
-122.2618089,47.54280347,1
-122.2618089,47.54280347,1
-122.2618089,47.54280347,1
-122.2618089,47.54280347,1
-122.2618089,47.54280347,1
-122.2618089,47.54280347,1
-122.2618089,47.54280347,1
-122.364945,47.54282547,1
-122.322909,47.54294055,1
-122.3701474,47.54308477,1
-122.2807957,47.5431476,1
-122.3612059,47.54329808,1
-122.3612059,47.54329808,1
-122.3900143,47.54346512,1
-122.280801,47.54350046,1
-122.295815,47.543533,1
-122.373776,47.54375839,1
-122.3751156,47.54376521,1
-122.3751156,47.54376521,1
-122.3764666,47.54377222,1
-122.3764666,47.54377222,1
-122.3764666,47.54377222,1
-122.2726362,47.54382608,1
-122.2726362,47.54382608,1
-122.388708,47.54386707,1
-122.28206,47.54387,1
-122.38722,47.543976,1
-122.3041632,47.544065,1
-122.394226,47.54449585,1
-122.3000591,47.54457596,1
-122.3686866,47.54462668,1
-122.3744241,47.544672,1
-122.3596405,47.54471478,1
-122.3596405,47.54471478,1
-122.3596405,47.54471478,1
-122.35964,47.544716,1
-122.3864836,47.54486287,1
-122.3872179,47.54487091,1
-122.3872125,47.54509874,1
-122.3844497,47.54512129,1
-122.2820844,47.54528713,1
-122.2820844,47.54528713,1
-122.2820844,47.54528713,1
-122.2820844,47.54528713,1
-122.2820844,47.54528713,1
-122.2820844,47.54528713,1
-122.2820844,47.54528713,1
-122.2629582,47.54553625,1
-122.3764226,47.54559328,1
-122.3764226,47.54559328,1
-122.3764226,47.54559328,1
-122.3764226,47.54559328,1
-122.3764226,47.54559328,1
-122.3764226,47.54559328,1
-122.3750698,47.54563407,1
-122.3750698,47.54563407,1
-122.3750698,47.54563407,1
-122.3750698,47.54563407,1
-122.3750698,47.54563407,1
-122.354866,47.545666,1
-122.3872062,47.54567982,1
-122.3872062,47.54567982,1
-122.3872062,47.54567982,1
-122.38721,47.54568,1
-122.3200993,47.54571819,1
-122.3200993,47.54571819,1
-122.3174861,47.54572697,1
-122.2756724,47.5457866,1
-122.2756724,47.5457866,1
-122.2756724,47.5457866,1
-122.29689,47.5458,1
-122.3560086,47.54583618,1
-122.3857419,47.54589215,1
-122.2820948,47.54600376,1
-122.2737162,47.54604259,1
-122.2854528,47.54605775,1
-122.2873165,47.54607698,1
-122.3871989,47.54635845,1
-122.3255945,47.54639852,1
-122.3633552,47.54650047,1
-122.37775,47.54652729,1
-122.3204026,47.54657841,1
-122.356,47.54658,1
-122.3750506,47.54659136,1
-122.3750506,47.54659136,1
-122.31924,47.546604,1
-122.3741333,47.54662656,1
-122.3857364,47.54666252,1
-122.276548,47.54667844,1
-122.276548,47.54667844,1
-122.276548,47.54667844,1
-122.3871989,47.54668092,1
-122.3295862,47.54669394,1
-122.3295862,47.54669394,1
-122.3295862,47.54669394,1
-122.32959,47.546696,1
-122.3216838,47.54674503,1
-122.3718309,47.54686532,1
-122.3149172,47.54699087,1
-122.2915524,47.54705134,1
-122.2915524,47.54705134,1
-122.2915524,47.54705134,1
-122.2915524,47.54705134,1
-122.2915524,47.54705134,1
-122.2915524,47.54705134,1
-122.3008204,47.54705296,1
-122.2737124,47.54713333,1
-122.2737124,47.54713333,1
-122.2794826,47.54742192,1
-122.3777331,47.54743764,1
-122.373487,47.54748177,1
-122.3831086,47.5475341,1
-122.38311,47.547535,1
-122.3023,47.547577,1
-122.3022995,47.54757762,1
-122.3871696,47.54758718,1
-122.38717,47.54759,1
-122.3886507,47.54760716,1
-122.3143,47.547707,1
-122.2712693,47.54774454,1
-122.2712693,47.54774454,1
-122.3213771,47.54774486,1
-122.2833758,47.54787393,1
-122.3978331,47.54809834,1
-122.2966154,47.54810051,1
-122.3212333,47.54824144,1
-122.3212333,47.54824144,1
-122.3212333,47.54824144,1
-122.3597999,47.54834584,1
-122.3597999,47.54834584,1
-122.3571058,47.54835962,1
-122.3630318,47.54838389,1
-122.28791,47.54839,1
-122.368641,47.5484756,1
-122.2862645,47.54889698,1
-122.2862645,47.54889698,1
-122.2794681,47.54894101,1
-122.2761992,47.54894707,1
-122.3830675,47.54897172,1
-122.3830675,47.54897172,1
-122.2574844,47.54919795,1
-122.3736736,47.54921897,1
-122.37501,47.549225,1
-122.3750042,47.54922593,1
-122.3750042,47.54922593,1
-122.3750042,47.54922593,1
-122.3750042,47.54922593,1
-122.3750042,47.54922593,1
-122.316895,47.54924,1
-122.3548306,47.54925839,1
-122.3548306,47.54925839,1
-122.3548306,47.54925839,1
-122.3012406,47.54935555,1
-122.3871172,47.54939622,1
-122.3022334,47.54940043,1
-122.2895979,47.54949385,1
-122.2896,47.549496,1
-122.2807994,47.54969539,1
-122.2666289,47.5497089,1
-122.2840355,47.54973352,1
-122.2846644,47.54973933,1
-122.287419,47.54975896,1
-122.3192821,47.54982998,1
-122.3192821,47.54982998,1
-122.36972,47.54984,1
-122.3017608,47.55006265,1
-122.3017608,47.55006265,1
-122.3617929,47.55009927,1
-122.3655805,47.5501223,1
-122.3692649,47.5502273,1
-122.3930876,47.55027206,1
-122.3870922,47.55029914,1
-122.3870922,47.55029914,1
-122.2740156,47.55041,1
-122.2772799,47.55042291,1
-122.27728,47.550423,1
-122.2790316,47.5504335,1
-122.2790316,47.5504335,1
-122.2790316,47.5504335,1
-122.2790316,47.5504335,1
-122.2790316,47.5504335,1
-122.2790316,47.5504335,1
-122.282104,47.550457,1
-122.265273,47.55058573,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.258073,47.55061696,1
-122.25807,47.550617,1
-122.3214313,47.5507384,1
-122.3214313,47.5507384,1
