lon,lat
-122.3735804,47.67199321
-122.339595,47.61162758
-122.2529862,47.50639992
-122.3295862,47.54669394
-122.3612364,47.72871349
-122.289922,47.56888116
-122.3060007,47.66125664
-122.2994679,47.64279165
-122.3242247,47.6116929
-122.2620234,47.50312214
-122.314856,47.58926557
-122.3419836,47.61421579
-122.3750182,47.64115929
-122.3776011,47.58249395
-122.2676564,47.53108951
-122.3174136,47.66402754
-122.3449408,47.71957009
-122.3115834,47.59748703
-122.3245498,47.61205117
-122.2965378,47.7323454
-122.3555389,47.71959911
-122.2843415,47.71808972
-122.2968392,47.55724707
-122.3330014,47.610382
-122.3551348,47.61846508
-122.307203,47.71664674
-122.2963285,47.71845281
-122.3342112,47.60918901
-122.3361562,47.61428619
-122.309486,47.61760916
-122.3290546,47.58293526
-122.2796234,47.55266742
-122.3402422,47.61201358
-122.3368884,47.6087541
-122.3898087,47.69861585
-122.3861176,47.56110367
-122.3219184,47.70858578
-122.3348178,47.61236845
-122.3255879,47.66643832
-122.3136077,47.58080508
-122.3262896,47.68502145
-122.3268074,47.61521542
-122.3287972,47.60830131
-122.292841,47.72379509
-122.3229573,47.6613315
-122.3476358,47.63098658
-122.3472088,47.69093306
-122.3434939,47.61393404
-122.2621491,47.67102157
-122.3403672,47.61004628
-122.3361287,47.61044598
-122.3167846,47.6134965
-122.3471001,47.63782918
-122.2840517,47.53704015
-122.2985682,47.61955041
-122.2759916,47.54602469
-122.3094893,47.66396954
-122.2676564,47.53108951
-122.3609593,47.54121915
-122.270582,47.53827588
-122.3409694,47.62925151
-122.3119263,47.67527576
-122.3445232,47.69056243
-122.3200565,47.67584988
-122.3153881,47.66219773
-122.3207714,47.61351951
-122.3239072,47.55262604
-122.3514838,47.62500383
-122.3775536,47.66570701
-122.3661804,47.66865231
-122.301836,47.68304534
-122.3645124,47.52738184
-122.292841,47.72379509
-122.3152887,47.71580521
-122.3528875,47.61597109
-122.3178032,47.65751338
-122.3143828,47.65758841
-122.3404677,47.6093176
-122.2989146,47.602161
-122.368726,47.6983471
-122.3149316,47.52516705
-122.3341786,47.60172234
-122.3236862,47.54051202
-122.313694,47.61411447
-122.34476,47.70905972
-122.307508,47.61289782
-122.3444037,47.64878733
-122.396503,47.5792551
-122.3108159,47.66397982
-122.3404769,47.61449502
-122.271354,47.56411089
-122.3056505,47.70391731
-122.3290589,47.5749789
-122.3553114,47.69150678
-122.3460923,47.64904097
-122.3180354,47.67333797
-122.3673903,47.66943265
-122.3821305,47.66867512
-122.289922,47.56888116
-122.2985912,47.71360118
-122.3384783,47.61970388
-122.3229522,47.62684947
-122.2954666,47.71888536
-122.3126365,47.62259527
-122.3245498,47.61205117
-122.3743534,47.54831237
-122.3259723,47.58720058
-122.3484309,47.61685497
-122.3229227,47.52604035
-122.3448343,47.71354798
-122.3328809,47.59962307
-122.3582498,47.72961988
-122.3143439,47.6590688
-122.3424026,47.6121175
-122.2669309,47.56001799
-122.3142213,47.59147341
-122.2963373,47.7210897
-122.3845106,47.67596938
-122.3183926,47.6635659
-122.2844289,47.54390192
-122.3197221,47.64870871
-122.3949733,47.69828656
-122.3519729,47.69058519
-122.3892004,47.65283803
-122.2862582,47.5415623
-122.3805485,47.67163468
-122.3317044,47.62596465
-122.3551548,47.51827803
-122.3716715,47.56613725
-122.2907879,47.71925235
-122.3492869,47.52466174
-122.3580192,47.62458507
-122.3188125,47.61524977
-122.3270862,47.69544274
-122.3155004,47.65908266
-122.3242303,47.66570566
-122.300604,47.54637864
-122.2866647,47.57347804
-122.386804,47.56021562
-122.3127502,47.73394898
-122.3348702,47.60822687
-122.3054225,47.68652526
-122.3003586,47.58124072
-122.3341883,47.59920368
-122.2842127,47.68730724
-122.2963285,47.71845281
-122.3246152,47.7086028
-122.3759344,47.50818803
-122.3861649,47.67018517
-122.3348178,47.61236845
-122.3233796,47.6090881
-122.3304319,47.6225475
-122.3605319,47.51827834
-122.2777003,47.70114645
-122.3460863,47.5392465
-122.3047301,47.57404643
-122.41602,47.57699714
-122.2699904,47.52055616
-122.3361287,47.61044598
-122.3522513,47.71777841
-122.3108159,47.66397982
-122.3234477,47.61755177
-122.3356833,47.66138576
-122.3713451,47.52014087
-122.3267066,47.67771034
-122.3163007,47.66750541
-122.3152507,47.66401157
-122.3253346,47.61122867
-122.3302674,47.60171492
-122.3630487,47.54037688
-122.3693412,47.68508659
-122.3528822,47.71505945
-122.3088506,47.61468702
-122.331777,47.60149293
-122.329056,47.58085134
-122.337793,47.60974846
-122.2777431,47.64070173
-122.3950763,47.66864556
-122.3250569,47.59877133
-122.3774792,47.56017112
-122.3340206,47.61771172
-122.2796159,47.63803853
-122.3316049,47.60466143
-122.3346737,47.60633473
-122.3133597,47.58669626
-122.3822435,47.66676934
-122.3296458,47.60251828
-122.3100678,47.62008407
-122.3139031,47.52643791
-122.3096761,47.66487433
-122.3230671,47.62256802
-122.3436768,47.67156163
-122.3477905,47.73322159
-122.3361655,47.6160533
-122.3132075,47.65831353
-122.3467314,47.52372662
-122.3131878,47.65905498
-122.3901602,47.56114447
-122.3142241,47.66400406
-122.3467849,47.61166775
-122.3868564,47.55841117
-122.3325235,47.69593621
-122.3486396,47.65034031
-122.3291528,47.62255123
-122.3915104,47.66946128
-122.3488617,47.61974157
-122.3661789,47.66942832
-122.3593692,47.69513711
-122.2991587,47.57967225
-122.3911657,47.55592392
-122.2931943,47.72289856
-122.3231876,47.70557735
-122.3748569,47.6629319
-122.3460216,47.70360675
-122.3593068,47.62672304
-122.396837,47.58716203
-122.3367894,47.5755743
-122.3408194,47.63807181
-122.3881175,47.56567428
-122.4035808,47.65833456
-122.3118988,47.66748414
-122.3087705,47.6785274
-122.3720883,47.62943788
-122.3240416,47.62511741
-122.3247343,47.59751235
-122.3328115,47.60514239
-122.34452,47.69019929
-122.3137464,47.65980204
-122.2776652,47.5511748
-122.3472785,47.69564246
-122.3010964,47.60166451
-122.3246152,47.7086028
-122.3167797,47.60981081
-122.3289661,47.60087379
-122.2792545,47.71116233
-122.2951514,47.71819505
-122.2958335,47.71826372
-122.2907981,47.72094623
-122.3348444,47.52231993
-122.340711,47.73111554
-122.4063609,47.67429094
-122.3341798,47.60172096
-122.3149692,47.52304156
-122.3165105,47.67497944
-122.3498374,47.65043097
-122.3471636,47.61375921
-122.406113,47.57584479
-122.3342025,47.57665156
-122.3341972,47.58716618
-122.3142463,47.61528086
