lon,lat
-122.396989,47.66946924
-122.3239964,47.66406775
-122.3445528,47.66212189
-122.3674064,47.67453805
-122.3256697,47.68952269
-122.3221204,47.61464614
-122.3500054,47.65819648
-122.37349,47.54748
-122.3076091,47.60977295
-122.3362293,47.60971758
-122.3055636,47.69438599
-122.3448961,47.71717447
-122.3259876,47.61194125
-122.3562848,47.6347428
-122.3649368,47.64050391
-122.3988643,47.58541137
-122.3050305,47.60716896
-122.3359077,47.59874999
-122.3554839,47.7087113
-122.3303434,47.5999892
-122.270435,47.5376416
-122.316845,47.61468385
-122.3336969,47.66794136
-122.3208502,47.65670624
-122.356651,47.70364225
-122.3268929,47.52647721
-122.3367472,47.68630425
-122.3224506,47.60170234
-122.2889058,47.56281919
-122.32308,47.620464
-122.3805486,47.6730943
-122.334196,47.58927038
-122.3339072,47.6486075
-122.3234392,47.61251558
-122.3276871,47.60876553
-122.3342,47.587166
-122.3300604,47.61639427
-122.3047546,47.60083138
-122.333,47.610382
-122.3459322,47.69564061
-122.3471592,47.63315077
-122.3341108,47.60991763
-122.3266712,47.56160301
-122.3272398,47.62428391
-122.2846292,47.60299175
-122.4080526,47.57859629
-122.3426268,47.65162002
-122.3230818,47.67853653
-122.3187867,47.54439006
-122.3145999,47.62648652
-122.2806954,47.5236546
-122.3155952,47.61819413
-122.3566493,47.73231705
-122.282104,47.557842
-122.2914741,47.68032353
-122.32532,47.623714
-122.3071503,47.66746428
-122.319119,47.70402102
-122.3217363,47.56720337
-122.3059686,47.66937694
-122.3095145,47.61290343
-122.3074098,47.61673239
-122.2816154,47.61765311
-122.3180561,47.62608292
-122.37645,47.54468
-122.3278538,47.61903867
-122.3174276,47.61291561
-122.334196,47.58927038
-122.3344386,47.61561405
-122.33714,47.623203
-122.3828149,47.56198234
-122.3108434,47.66216819
-122.3115424,47.60803602
-122.32131,47.625977
-122.3362293,47.60971758
-122.3562601,47.62957061
-122.3478317,47.6179556
-122.2900104,47.68485705
-122.28606,47.56411
-122.3547441,47.62544983
-122.4099896,47.57931722
-122.32279,47.603413
-122.3016863,47.62817467
-122.293724,47.60242
-122.3411024,47.61134854
-122.3197864,47.65848896
-122.38348,47.6731
-122.3013551,47.70842308
-122.3342781,47.62199957
-122.3458631,47.61299081
-122.3741957,47.56407561
-122.3593126,47.68983546
-122.3195513,47.66357398
-122.3422834,47.72320829
-122.2945981,47.72380169
-122.3022684,47.63620722
-122.31431,47.619373
-122.3208342,47.66003568
-122.2929504,47.64123111
-122.3063507,47.60217365
-122.3267032,47.68222859
-122.3353064,47.61671742
-122.3128193,47.61096316
-122.3159951,47.56854575
-122.3347686,47.60728265
-122.34542,47.611557
-122.3056973,47.60351176
-122.3340994,47.71501636
-122.3108159,47.66397982
-122.3234085,47.61465058
-122.3074614,47.61468353
-122.3629537,47.55448302
-122.299904,47.598682
-122.3605306,47.62958576
-122.3212805,47.54025042
-122.29363,47.60799
-122.3127637,47.61586878
-122.392708,47.5306574
-122.3115478,47.60710905
-122.4018024,47.68924173
-122.3252365,47.61028398
-122.3853305,47.66007463
-122.32519,47.64652
-122.3861647,47.67237226
-122.3155952,47.61819413
-122.2974573,47.61705457
-122.37513,47.678673
-122.2764033,47.52331044
-122.3157385,47.66856648
-122.3213575,47.63657117
-122.3271096,47.63972497
-122.3146446,47.62368428
-122.39973,47.67297324
-122.3340611,47.61405609
-122.37257,47.56466
-122.300652,47.67577241
-122.407524,47.58026969
-122.3556325,47.63441175
-122.3194407,47.61351259
-122.3134679,47.55410054
-122.3298421,47.60441042
-122.2635503,47.67619711
-122.3265755,47.62022448
-122.3155579,47.61585711
-122.4054684,47.57488898
-122.3302674,47.60171492
-122.3351339,47.64984268
-122.3141618,47.52304178
-122.3279505,47.60569675
-122.3332637,47.58927045
-122.3609,47.6458
-122.3411024,47.61134854
-122.312126,47.695343
-122.29754,47.71403
-122.364513,47.62409189
-122.3181818,47.54626879
-122.3543884,47.65896103
-122.3362293,47.60971758
-122.3247789,47.61146198
-122.3790285,47.56287232
-122.323771,47.52731801
-122.3167846,47.6134965
-122.316845,47.61468385
-122.2907481,47.70208571
-122.3855359,47.55839897
-122.3186963,47.55600454
-122.3342153,47.55379606
-122.3673998,47.6643824
-122.3180323,47.67583505
-122.3421993,47.66031581
-122.2635503,47.67619711
-122.3049499,47.61291996
-122.2935715,47.72648571
-122.3317346,47.66900915
-122.3640207,47.66864844
-122.3563758,47.61802864
-122.359462,47.64689532
-122.3592804,47.64954342
-122.3870182,47.6316074
-122.3855359,47.55839897
-122.3248777,47.61240549
-122.320223,47.62614457
-122.3011823,47.61764645
-122.3202109,47.62958005
-122.2938395,47.73104069
-122.3267464,47.61811629
-122.2998735,47.61827015
-122.30181,47.620186
-122.3411,47.611347
-122.2644964,47.52240866
-122.3231148,47.61215713
-122.3575962,47.63838289
-122.3326383,47.65494607
-122.31317,47.659794
-122.3554433,47.66083875
-122.3493391,47.72272023
-122.295555,47.623245
-122.3011793,47.6182864
-122.3272398,47.62428391
-122.3922472,47.53963355
-122.3511176,47.73231427
-122.3492524,47.61558159
-122.2965258,47.73324995
-122.3686866,47.54462668
-122.2728077,47.54247583
-122.3775837,47.58297849
-122.3212289,47.60505534
-122.3823566,47.6668623
-122.3330014,47.610382
-122.3359785,47.68870375
-122.2797262,47.7079657
-122.3265216,47.54956192
-122.2847466,47.53888004
-122.374088,47.67867237
-122.336792,47.57369873
-122.3155952,47.61819413
-122.3001,47.669987
-122.2808651,47.52786294
-122.3798217,47.58829362
-122.4070399,47.58047806
-122.31336,47.577312
-122.3727608,47.68968155
-122.3541473,47.70870995
-122.3426268,47.65162002
-122.3872604,47.54072983
-122.32722,47.62083
-122.3271096,47.63972497
-122.3024216,47.62519835
-122.3241261,47.61074839
-122.4010013,47.63955411
-122.2570623,47.51068632
-122.3382473,47.61024631
-122.322862,47.6187303
-122.3424026,47.6121175
-122.3638837,47.62586165
-122.2728077,47.54247583
-122.3687257,47.65306517
-122.3376884,47.71956947
-122.3386182,47.71956873
-122.3748857,47.6475355
-122.313416,47.561134
-122.3429801,47.64030218
-122.2725504,47.52612597
-122.3295374,47.67675477
-122.350006,47.658195
-122.32091,47.621986
-122.3229856,47.68931582
-122.3141689,47.66749967
-122.3362293,47.60971758
-122.3109018,47.60617839
-122.2699882,47.52994002
-122.3669416,47.64070641
-122.3475467,47.62759738
-122.333265,47.58716582
-122.3784129,47.68873468
-122.3162376,47.69400341
-122.3336337,47.62198666
-122.3262892,47.65375252
-122.32135,47.64045
-122.3341944,47.59829051
-122.31361,47.62476
-122.3283576,47.63898749
-122.2699863,47.52852285
-122.3362293,47.60971758
-122.3227915,47.60341437
-122.35537,47.62943
-122.3492693,47.52191085
-122.3458561,47.6854948
-122.3034145,47.57192236
-122.3922379,47.64683424
-122.3154524,47.60921905
-122.35429,47.725502
-122.3663017,47.63867704
-122.3855359,47.55839897
-122.3423348,47.62626107
-122.397032,47.67801373
-122.3181317,47.61351284
-122.3223694,47.62598118
-122.3371615,47.62086745
-122.31081,47.616444
